0x00;1;True;Facing forward, ala Elevator pose (power suit)
0x01;4;True;Facing right, normal
0x02;4;True;Facing left, normal
0x03;2;True;Facing right, aiming up
0x04;2;True;Facing left, aiming up
0x05;1;True;Facing right, aiming upright
0x06;1;True;Facing left, aiming upleft
0x07;1;True;Facing right, aiming Downright
0x08;1;True;Facing left, aiming Downleft
0x09;10;True;Moving right, not aiming
0x0A;10;True;Moving left, not aiming
0x0B;10;True;Moving right, gun extended forward (not aiming)
0x0C;10;True;Moving left, gun extended forward (not aiming)
0x0D;10;False;Moving right, aiming straight up (unused?)
0x0E;10;False;Moving left, aiming straight up (unused?)
0x0F;10;True;Moving right, aiming upright
0x10;10;True;Moving left, aiming upleft
0x11;10;True;Moving right, aiming Downright
0x12;2;True;Moving left, aiming Downleft
0x13;2;True;Normal jump facing right, gun extended, not aiming or moving
0x14;2;True;Normal jump facing left, gun extended, not aiming or moving
0x15;2;True;Normal jump facing right, aiming up
0x16;2;True;Normal jump facing left, aiming up
0x17;2;True;Normal jump facing right, aiming Down
0x18;2;True;Normal jump facing left, aiming Down
0x19;9;True;Spin jump right
0x1A;9;True;Spin jump left
0x1B;9;True;Space jump right
0x1C;9;True;Space jump left
0x1D;8;True;Facing right as morphball, no springball
0x1E;8;True;Moving right as a morphball on ground without springball
0x1F;8;True;Moving left as a morphball on ground without springball
0x20;8;False;Spinjump right. Unused?
0x21;8;False;Spinjump right. Unused?
0x22;8;False;Spinjump right. Unused?
0x23;8;False;Spinjump right. Unused?
0x24;8;False;Spinjump right. Unused?
0x25;3;True;starting standing right, turning left
0x26;3;True;starting standing left, turning right
0x27;4;True;Crouching, facing right
0x28;4;True;Crouching, facing left
0x29;3;True;Falling facing right, normal pose
0x2A;3;True;Falling facing left, normal pose
0x2B;3;True;Falling facing right, aiming up
0x2C;3;True;Falling facing left, aiming up
0x2D;2;True;Falling facing right, aiming Down
0x2E;2;True;Falling facing left, aiming Down
0x2F;3;True;starting with normal jump facing right, turning left
0x30;3;True;starting with normal jump facing left, turning right
0x31;8;True;Midair morphball facing right without springball
0x32;8;True;Midair morphball facing left without springball
0x33;8;False;Spinjump right. Unused?
0x34;8;False;Spinjump right. Unused?
0x35;1;True;Crouch transition, facing right
0x36;1;True;Crouch transition, facing left
0x37;2;True;Morphing into ball, facing right. Ground and mid-air
0x38;2;True;Morphing into ball, facing left. Ground and mid-air
0x39;1;False;Midair morphing into ball, facing right? May be unused
0x3A;1;False;Midair morphing into ball, facing left? May be unused
0x3B;1;True;Standing from crouching, facing right
0x3C;1;True;Standing from crouching, facing left
0x3D;2;True;Demorph while facing right. Mid-air and on ground
0x3E;2;True;Demorph while facing left. Mid-air and on ground
0x3F;1;False;Some transition with morphball, facing right. Maybe unused
0x40;1;False;Some transition with morphball, facing left. Maybe unused
0x41;8;True;Staying still with morphball, facing left, no springball
0x42;8;False;Spinjump right. Unused?
0x43;3;True;starting from crouching right, turning left
0x44;3;True;starting from crouching left, turning right
0x45;10;False;running, facing right, shooting left. Unused? (Fast moonwalk)
0x46;10;False;running, facing left, shooting right. Unused? (Fast moonwalk)
0x47;1;False;Standing, facing right. Unused?
0x48;1;False;Standing, facing left. Unused?
0x49;6;True;Moonwalk, facing left
0x4A;6;True;Moonwalk, facing right
0x4B;1;True;Normal jump transition from ground(standing or crouching), facing right
0x4C;1;True;Normal jump transition from ground(standing or crouching), facing left
0x4D;6;True;Normal jump facing right, gun not extended, not aiming, not moving
0x4E;6;True;Normal jump facing left, gun not extended, not aiming, not moving
0x4F;10;True;Hurt roll back, moving right/facing left
0x50;10;True;Hurt roll back, moving left/facing right
0x51;2;True;Normal jump facing right, moving forward (gun extended)
0x52;2;True;Normal jump facing left, moving forward (gun extended)
0x53;2;True;Hurt, facing right
0x54;2;True;Hurt, facing left
0x55;1;True;Normal jump transition from ground, facing right and aiming up
0x56;1;True;Normal jump transition from ground, facing left and aiming up
0x57;1;True;Normal jump transition from ground, facing right and aiming upright
0x58;1;True;Normal jump transition from ground, facing left and aiming upleft
0x59;1;True;Normal jump transition from ground, facing right and aiming Downright
0x5A;1;True;Normal jump transition from ground, facing left and aiming Downleft
0x5B;8;False;Something for grapple (wall jump?), probably unused
0x5C;8;False;Something for grapple (wall jump?), probably unused
0x5D;8;False;Broken grapple? Facing clockwise, maybe unused
0x5E;8;False;Broken grapple? Facing clockwise, maybe unused
0x5F;8;False;Broken grapple? Facing clockwise, maybe unused
0x60;8;False;Better broken grapple. Facing clockwise, maybe unused
0x61;8;False;Nearly normal grapple. Facing clockwise, maybe unused
0x62;8;False;Nearly normal grapple. Facing counterclockwise, maybe unused
0x63;2;False;Facing left on grapple blocks, ready to jump. Unused?
0x64;2;False;Facing right on grapple blocks, ready to jump. Unused?
0x65;9;False;Glitchy jump, facing left. Used by unused grapple jump?
0x66;9;False;Glitchy jump, facing right. Used by unused grapple jump?
0x67;3;True;Facing right, falling, fired a shot
0x68;3;True;Facing left, falling, fired a shot
0x69;2;True;Normal jump facing right, aiming upright. Moving optional
0x6A;2;True;Normal jump facing left, aiming upleft. Moving optional
0x6B;2;True;Normal jump facing right, aiming Downright. Moving optional
0x6C;2;True;Normal jump facing left, aiming Downleft. Moving optional
0x6D;1;True;Falling facing right, aiming upright
0x6E;1;True;Falling facing left, aiming upleft
0x6F;1;True;Falling facing right, aiming Downright
0x70;1;True;Falling facing left, aiming Downleft
0x71;1;True;Standing to crouching, facing right and aiming upright
0x72;1;True;Standing to crouching, facing left and aiming upleft
0x73;1;True;Standing to crouching, facing right and aiming Downright
0x74;1;True;Standing to crouching, facing left and aiming Downleft
0x75;6;True;Moonwalk, facing left aiming upleft
0x76;6;True;Moonwalk, facing right aiming upright
0x77;6;True;Moonwalk, facing left aiming Downleft
0x78;6;True;Moonwalk, facing right aiming Downright
0x79;8;True;Spring ball on ground, facing right
